begin,ABIO,ABRD,ACKO,AFKS,AFLT,AGRO,AKRN,ALRS,AMEZ,APRI,APTK,AQUA,ARSA,ASSB,ASTR,AVAN,BANE,BANEP,BELU,BISVP,BRZL,BSPB,BSPBP,CARM,CBOM,CHGZ,CHKZ,CHMF,CHMK,CIAN,CNTL,CNTLP,DELI,DIAS,DIOD,DVEC,DZRD,DZRDP,EELT,ELFV,ELMT,ENPG,ETLN,EUTR,FEES,FESH,FIVE,FIXP,FLOT,GAZC,GAZP,GAZS,GAZT,GCHE,GECO,GEMA,GEMC,GLTR,GMKN,HEAD,HHRU,HIMCP,HNFG,HYDR,IGST,IGSTP,INGR,IRAO,IRKT,IVAT,JNOS,JNOSP,KAZT,KAZTP,KBSB,KCHE,KCHEP,KGKC,KGKCP,KLSB,KLVZ,KMAZ,KMEZ,KOGK,KRKN,KRKNP,KRKOP,KROT,KROTP,KRSB,KRSBP,KUBE,KUZB,KZOS,KZOSP,LEAS,LENT,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,LVHK,MAGE,MAGEP,MAGN,MBNK,MDMG,MFGS,MFGSP,MGKL,MGNT,MGNZ,MGTS,MGTSP,MISB,MISBP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MRSB,MSNG,MSRS,MSTT,MTLR,MTLRP,MTSS,MVID,NAUK,NFAZ,NKHP,NKNC,NKNCP,NKSH,NLMK,NMTP,NNSB,NNSBP,NSVZ,NVTK,OGKB,OKEY,OMZZP,OZON,PHOR,PIKK,PLZL,PMSB,PMSBP,POLY,POSI,PRFN,PRMB,PRMD,QIWI,RASP,RDRB,RENI,RGSS,RKKE,RNFT,ROLO,ROSB,ROSN,ROST,RTGZ,RTKM,RTKMP,RTSB,RTSBP,RUAL,RUSI,RZSB,SAGO,SAGOP,SARE,SAREP,SBER,SBERP,SELG,SFIN,SGZH,SIBN,SLEN,SMLT,SNGS,SNGSP,SOFL,SPBE,STSB,STSBP,SVAV,SVCB,SVET,SVETP,TASB,TASBP,TATN,TATNP,TCSG,TGKA,TGKB,TGKBP,TGKN,TNSE,TORS,TORSP,TRMK,TRNFP,TTLK,TUZA,UGLD,UKUZ,UNAC,UNKL,UPRO,URKZ,USBN,UTAR,VEON-RX,VGSB,VGSBP,VJGZ,VJGZP,VKCO,VLHZ,VRSB,VRSBP,VSEH,VSMO,VSYD,VSYDP,VTBR,WTCM,WTCMP,WUSH,YAKG,YDEX,YKEN,YKENP,YRSB,YRSBP,ZAYM,ZILL,ZVEZ
2022-11-11,130170,30410,,14517800,3219200,34478,2481,21548520,130000,,70050,16930,71100,7000,,130,5238,43819,11243,93300,12624,212710,24500,,32297300,5820,110,483963,1715,36077,44300,93000,,,25600,1009000,5,54,3500,,,160709,703146,,734480000,893500,66159,33129,573790,,16602030,,,3402,,507,5449,254765,211967,,3456,86400,,80273000,256,41,20393,86988200,92100,,108900,259000,7950,3280,80,10000,310000,1110,5540,25800,,137390,137,1,2,254,5100,950,1180,31200,6000,5050,31950000,20270,96780,,25686,368320,4810,2401,143400,86890,48839,8100,17100,21200,19136040,,27105,350,500,,114515,,99,1587,358800,369000,3701410,7745000,19710,44560000,2870000,3070000,123820000,14810000,193930000,140000,12536000,7692000,1960,1304705,372290,1666310,80387,90,900,3160,17540,47480,3100,4952480,1301900,588,863,4100,747346,56239000,226120,228,342036,95686,159602,316370,14330,1100,2095068,129818,,4,,39259,449260,840,33050,21805000,57,229294,625000,4170,8644001,24140,1,399690,124790,743000,1153000,18943610,4580,21400,178000,197000,3570000,180000,75710240,8292170,964620,2930,31893500,1432449,57200,27458,19790700,7354100,,517328,28000,352000,11020,,41606,,64000,70000,645865,435369,486443,1389200000,511000000,83800000,41000000,41,1150000,930000,285590,590,1224000,6340,,496,5462000,280,251578000,17,42670000,40100,281060,15000,16000,681,291,1109554,2310,1970,8230,,1809,8,38,47581650000,6100,4500,,13170,,140000,150000,1690,3290,,269,16000
2022-11-14,174330,69820,,14061200,6852130,222447,1360,11434060,459800,,77800,15902,759600,97000,,6530,4257,30425,12978,38600,8079,422980,59900,,48691300,1730,123,649314,148,21695,5600,136200,,,23600,1161000,1,12,23110,,,350546,177664,,759050000,1937600,89160,51784,745300,,30081630,,,5956,,845,6833,189274,219660,,1970,227800,,91859000,98,55,22650,58067200,829100,,12600,8100,6160,2300,260,90000,240000,7140,860,38000,,258000,136,13,13,223,23800,1160,630,6800,6700,75820,51230000,33640,195790,,22024,370000,3135,3740,410400,137860,51815,13700,18600,39100,23763420,,25954,110,80,,124891,,273,7559,42100,99900,3018850,20088000,20400,67550000,3640000,3410000,316140000,16410000,171280000,340000,6568000,5491000,11400,1795277,518330,898710,213756,640,8130,1400,12370,191400,5800,5599090,4184000,180,46,4540,564644,61734000,107630,140,439807,80732,701919,205221,15550,5840,1123236,108920,,4,,41353,337380,2010,23210,7472000,156,229678,1029400,1940,6922459,4520,1,587500,106090,620000,651000,21281990,7110,6300,44000,104000,4300000,1040000,82521030,7559780,495960,4690,64540500,1044455,133000,138675,14999600,5606400,,628510,74000,684000,10660,,155583,,12000,10000,550778,362219,521172,1307000000,366000000,57600000,272000000,101,11880000,12340000,199990,2989,2280000,5870,,615,68400000,4399,82703000,1,16340000,96600,55680,35000,14000,138,669,1605923,7670,2780,5090,,558,274,310,56006780000,69200,98600,,13040,,250000,180000,120,2420,,539,22000
2022-11-15,178710,31620,,31271200,9558830,109941,1699,12810280,138900,,103500,20955,110600,44000,,2950,12052,34088,10599,9200,10505,321780,13900,,86394700,5980,126,883470,251,117051,8700,215800,,,21600,51331000,4,5,22500,,,375459,555863,,1259050000,2844500,201853,92580,1331810,,33224560,,,9517,,731,5493,284144,238854,,5747,447200,,124810000,44,14,20457,97938100,295800,,4300,9600,6230,1260,320,180000,10000,3900,410,87100,,95020,130,7,2,116,1400,2450,200,11300,9400,24980,42130000,22930,442960,,13826,858460,2355,2027,1134400,99940,105423,13000,78000,171400,29809520,,25807,20,600,,368208,,409,2782,22700,16100,6836000,26584000,23880,56070000,6910000,3160000,266420000,14590000,532240000,60000,8868000,4519000,9620,3864595,904300,3014060,243200,620,1880,1410,27310,100940,8000,9530820,2081200,16,6,2990,1386803,80422000,99840,211,996017,156595,1975248,388339,8400,2320,4249045,63003,,,,87993,791450,1760,15720,3433000,22,126083,588500,2730,7671493,4110,3,1190050,160720,71000,139000,27091000,3270,8900,1000,67000,3910000,530000,145543250,11757090,511890,870,28297200,646216,95300,212093,25577400,13108600,,1036892,130000,747000,4300,,110591,,16000,50000,1195067,462637,869665,1200000000,951000000,55000000,76000000,2,960000,4400000,826940,2885,2161000,2020,,1404,16414000,4161,179901000,1,8480000,63400,173500,72000,11000,108,116,3068220,2370,2040,1470,,580,21,46,78295580000,3900,11500,,5770,,60000,730000,40,150,,287,281000
2022-11-16,508550,15420,,12980200,5035330,47861,2691,6290650,119900,,135040,12374,235000,4000,,884,5517,38059,10350,10600,3353,131540,21200,,52370300,3520,21,548168,153,30670,76100,79000,,,15800,7934000,25,14,4100,,,108712,435594,,712700000,1364000,73277,24895,541990,,14139420,,,5048,,870,4052,95846,129062,,38649,120700,,66081000,285,60,23546,63586700,94000,,21100,59200,15060,2710,1220,60000,50000,9490,320,114600,,141590,187,14,7,260,1100,1470,140,17200,6600,9660,93610000,66050,234460,,29009,416935,2621,2096,182700,48690,80971,13000,13400,32100,19310080,,18469,380,1720,,130353,,27,1755,21900,38400,2137510,9187000,19630,26360000,860000,1870000,169250000,77900000,189450000,710000,5150000,3243000,4640,2020963,963120,3007190,150291,13340,1500,2410,22180,147570,2300,4953040,2058300,16,20,69940,720601,65402000,105420,162,387980,67257,1280556,203686,26600,5260,1796779,112681,,5,,68902,684080,1250,31200,8947000,66,236859,266000,2560,3561778,293290,,533050,49400,26000,97000,12812540,49200,6800,110000,36000,10440000,410000,67090170,5300820,290330,990,68026900,3801676,10800,191384,10259800,5958100,,939771,108000,489000,5560,,23500,,4000,20000,832509,459648,391005,983900000,378000000,23200000,50000000,13,500000,2070000,1309030,1668,7283000,1460,,128,26253000,434,48380000,4,3880000,106700,42190,1217000,3099000,126,118,897824,2680,4390,2870,,466,29,12,34916710000,4900,9000,,5270,,100000,100000,990,630,,425,7000
2022-11-17,1287060,37520,,9123400,2579610,36451,5040,5670790,239300,,73510,44811,126500,7000,,2185,3772,28489,9879,5400,11771,148450,4400,,48672700,5220,24,343878,98,157757,115900,396700,,,19800,14693000,,4,28930,,,86511,137598,,400110000,1395600,45414,35098,1085900,,10921310,,,12057,,210,28394,114166,117647,,24685,65600,,99856000,192,9,13995,33455100,273100,,11300,22200,4370,1430,340,90000,,1070,1090,9000,,62800,63,5,12,106,6700,3130,960,9600,3500,7970,61640000,13380,130470,,17794,260762,8880,24402,431100,38800,69062,2400,15800,15300,9703030,,35845,240,190,,314140,,68,1182,26300,3200,5675490,7094000,22920,17150000,1700000,2360000,51600000,11040000,59990000,150000,2406000,1953000,300,5454594,2164570,769810,63672,2990,800,16400,19540,99210,400,3548270,3243300,13,5,17190,592552,53043000,216660,17,216094,87973,654558,130684,7610,1450,1460251,105708,,11,,369728,2935480,1280,42430,4713000,82,107817,270200,4180,3693834,58450,,398770,54950,58000,83000,10023530,5360,17400,11000,29000,1500000,1200000,59160240,3872070,423430,1750,21341600,1297064,44700,115288,5968500,7572100,,404904,169000,895000,14580,,35922,,3000,40000,524277,904094,303154,778200000,313000000,101000000,23000000,38,290000,4580000,2774240,646,1260000,2020,,442,8487000,687,23347000,1,5690000,12900,20490,101000,941000,57,3,929607,410,930,6130,,467,26,23,31583680000,10300,31900,,8560,,140000,80000,60,100,,114,171000
2022-11-18,186220,12970,,11415300,1870320,30843,2363,2863750,47600,,70590,9720,27200,36000,,3125,2918,31022,5644,2000,16835,160370,64600,,59916300,1700,40,335819,949,97617,32400,407500,,,30900,1838000,1,1,13550,,,96106,346887,,592640000,804100,45680,15238,1204700,,10143350,,,5640,,443,10748,97065,97475,,5879,13800,,55476000,12124,4400,11697,42120100,139300,,39100,105000,19320,1740,,1850000,,1640,1540,23300,,98480,233,,3,125,1000,4640,80,15000,12900,5540,38680000,38170,142880,,15495,252615,21222,33673,298400,49300,19834,6800,5400,12900,8667380,,31779,130,180,,283814,,72,483,58400,3100,6546400,32048000,20580,43170000,4040000,4260000,33050000,23230000,49510000,310000,13624000,2488000,1870,2047537,637780,908360,61315,1410,2150,6520,15580,31990,6800,2679470,13008000,31,12,15580,510990,96489000,68470,22,180679,49862,236375,74203,12030,1120,591836,101249,,6,,805757,1051310,560,13950,6440000,93,115045,185900,100,2575464,8360,1,325610,32390,100000,65000,6770530,7920,8300,286000,5000,1710000,2900000,44076540,4263280,355330,2270,14760900,680905,19300,50272,10795700,3926400,,193393,10000,1048000,5650,,41521,,1000,20000,609142,224686,395977,1054900000,671000000,41800000,20000000,48,720000,940000,858440,560,1728000,370,,509,6557000,364,33978000,3,8960000,49600,67000,39000,141000,14,1349,615330,380,400,1650,,369,23,5,23876860000,2500,20900,,16950,,590000,80000,50,330,,232,3000
2022-11-21,462310,16410,,14989700,4171490,29800,2746,5077390,76500,,249300,20136,39900,11000,,2708,5945,23674,11710,306000,38007,144050,32100,,79046900,2950,8,360209,294,79783,36300,162800,,,431100,4116000,204,15,9160,,,82463,174917,,511240000,1262500,125631,22225,1332610,,10291110,,,8926,,394,15364,107785,135595,,5032,52600,,65648000,5363,1817,3535,49966600,136200,,9400,27700,34210,2030,670,210000,,40000,2610,21800,,79260,167,2,9,101,3900,1120,130,54800,117400,31910,249430000,33620,134310,,7397,419865,56154,192573,301000,129530,108206,22600,27900,48300,14952250,,49556,60,270,,168881,,370,2645,12100,27100,4691760,16972000,64180,35440000,1140000,2500000,28250000,82760000,103590000,390000,9844000,2784000,3290,2026723,688070,1046580,171051,3150,6230,3580,26560,269560,2100,3581690,8901300,86,217,27310,825455,128553000,132920,22,435975,64417,169364,212749,15370,1420,1424300,156824,,2,,256059,793830,1150,43050,3436000,45,223862,188500,10500,6247285,17090,19,353530,72450,182000,131000,8955190,2100,13800,34000,13000,2140000,430000,83599930,6627640,638180,630,43905800,900830,40300,59746,15862900,10792400,,1151428,22000,438000,2980,,71004,,28000,120000,866463,328086,583072,1094800000,332000000,139900000,78000000,189,340000,5750000,948290,1426,1636000,870,,231,13217000,1251,31220000,4,3960000,152700,32490,19000,104000,188,394,1001834,1840,7630,8610,,383,2,21,31512770000,2200,10600,,17400,,330000,10000,1310,140,,348,29000
2022-11-22,219100,12370,,10711700,2583520,54114,2838,4345130,101800,,80700,55322,13200,93000,,1575,54583,25208,6200,864100,15170,156250,13700,,55384000,2490,4,579234,250,31395,7400,30700,,,102400,3319000,22,19,16280,,,73434,99812,,561640000,759100,55345,16427,942530,,9949620,,,8131,,326,5095,65468,114637,,2673,14000,,43944000,1428,766,18605,48900200,110300,,10900,52900,3580,1220,330,390000,200000,12940,1980,25900,,48800,70,1,16,59,18400,740,280,2600,6600,24960,94600000,18390,140590,,18103,325156,53996,179686,204500,145380,48640,8800,4500,25600,40810140,,12761,170,340,,90194,,194,4492,11200,30400,2641850,6532000,33420,21880000,2500000,4480000,55280000,105500000,113190000,650000,8470000,1508000,1590,1398870,312340,674490,80464,2420,1170,3720,14570,140880,900,5257590,3623600,81,6,8360,595652,62429000,106830,16,140699,37046,182637,347858,23750,4590,1576010,260155,,2,,75878,628680,1570,29900,3725000,15,197091,207400,5460,3800904,27060,21,369460,147860,9000,22000,8070880,3230,16600,33000,61000,440000,20000,45822990,3251220,383010,390,18098100,695436,78700,113593,8051100,3789000,,327370,115000,238000,3180,,55848,,,120000,521749,178312,313141,937900000,368000000,420400000,30000000,422,270000,2310000,345730,549,2615000,4050,,254,5469000,359,47867000,,4680000,23600,126040,1000,47000,50,185,1083618,30740,2210,2880,,1115,19,17,23044230000,1800,3100,,179130,,60000,400000,120,140,,364,7000
2022-11-23,293320,19440,,9476900,3532300,35713,1156,7352760,327800,,195710,42128,23300,16000,,617,10671,28205,4924,271000,13322,76590,18000,,36757900,3800,32,511371,307,26584,21100,105200,,,25700,15521000,18,26,14540,,,102760,81364,,633220000,831900,58437,17112,641720,,18366230,,,4691,,111,7146,121435,75555,,2172,132700,,55811000,384,121,24098,105948400,397800,,35400,83100,4580,990,2120,200000,10000,7440,6820,23300,,79080,80,,47,106,37000,760,190,78200,4600,41750,27770000,10840,92980,,10022,611651,39895,75138,535000,86970,46640,17700,13100,38000,28430200,,7275,110,170,,69965,,666,11194,4800,37900,1917470,4527000,17460,29270000,21750000,1510000,230480000,48960000,225270000,40000,10309000,1914000,7100,979304,289940,1315740,121972,1370,930,7700,9310,119590,4700,3967490,4082800,41,35,15390,698821,69656000,78810,189,140616,33512,84535,976054,26130,1660,3622950,189381,,8,,77472,568900,450,15740,6156000,51,509293,195400,380,3931550,6940,3,403720,46860,1832000,2437000,10307200,40380,9600,218000,148000,2160000,1290000,52302020,4870840,1778680,740,22833200,943384,92000,76022,7659600,13381600,,302068,269000,219000,3060,,54407,,29000,250000,470253,282527,669099,1129500000,918000000,179200000,149000000,19,25660000,71110000,402140,547,2559000,6810,,208,8341000,109,18780000,9,2820000,63100,97140,67000,82000,230,491,754640,14480,14600,9150,,773,7,17,23320040000,97300,67800,,213050,,330000,740000,20,1870,,673,12000
2022-11-24,138180,38730,,22603700,1680570,61357,1057,4236850,433200,,148570,62879,12800,33000,,1675,5024,13967,14819,308900,2925,109800,25000,,39085400,2830,12,411666,88,9218,6348700,7044000,,,17400,3639000,7,10,3650,,,103569,80730,,483480000,1012400,57865,22474,694350,,10807160,,,6609,,174,4902,108141,49639,,1052,17900,,27912000,639,350,43205,57812000,304200,,2200,72000,8090,1800,70,310000,40000,16000,14440,6900,,1054470,705,,2,133,3200,3950,70,5600,9400,18120,22850000,9150,65160,,15718,221070,17254,33817,2808000,357460,4840,37500,3300,5200,7786640,,67190,670,280,,101941,,77,9970,14900,29100,1418930,65117000,467440,162240000,3420000,10360000,513360000,272580000,301140000,750000,6360000,18666000,730,892941,269620,1265920,127571,960,4190,1420,34770,82760,5300,2696820,1492000,26,158,8460,484295,73179000,355630,41,53114,44040,72034,502582,7920,8160,2155188,116973,,8,,50959,242060,20,11140,1519000,148,146661,291500,920,2219799,12260,4,332080,61280,783000,258000,6601050,1920,3000,7000,9000,790000,100000,42388720,2912540,725500,640,22449600,367871,127300,29476,26252300,6964100,,284260,2000,802000,22550,,139884,,1000,90000,614000,113898,217897,717000000,536000000,45800000,69000000,61,32410000,64850000,880550,255,4084000,6280,,508,8985000,281,12002000,3,1340000,96500,2322430,40000,117000,36,31,486493,8180,2630,450,,984,2128,2136,21549630000,8400,10300,,206400,,140000,40000,160,600,,188,16000
2022-11-25,176550,36760,,16931900,2325250,21528,1576,5404760,227900,,159280,47076,106600,231000,,361,3732,17780,10897,396700,4419,55370,31600,,47828800,2990,55,241504,168,12691,1687800,1706500,,,204800,2100000,16,36,26890,,,128558,91411,,438230000,746300,42991,11899,708920,10,10192570,10,10,5472,,102,3940,59901,50594,,665,30500,,38876000,961,90,11602,67309700,857000,,11700,86400,2340,1020,110,710000,50000,3280,860,67200,,292620,160,,2,92,3900,1930,60,19600,1100,44360,18250000,10760,102640,,31041,234262,21794,25505,36793200,2358420,34528,10700,28800,5500,12529080,,14404,1170,1310,,89038,,119,1658,4300,28100,1900190,139593000,302590,857180000,26920000,191780000,377310000,147000000,1175600000,3710000,7311000,25740000,1350,551282,158810,1683010,432452,710,560,1640,11640,201800,1000,2742170,1359600,9,112,2500,488639,36887000,173590,32,121963,34600,81139,299921,17330,5100,1457813,113189,,3,,43321,312900,320,15290,3458000,26,387277,358800,1110,1948117,7260,1,761530,61700,26000,267000,6917520,3460,10400,447000,333000,2480000,30000,29618830,1971850,502780,9340,16220100,248560,121300,25981,13659600,3077700,,307941,38000,243000,6590,,104556,,11000,170000,446588,109038,217961,886300000,876000000,104300000,160000000,83,4560000,11690000,329800,204,2627000,1200,,113,4160000,228,35707000,4,3880000,30800,4735580,18000,75000,770,766,348544,16090,3560,1460,,749,371,265,14044570000,300,7800,,71000,,180000,140000,1750,1460,,363,12000
2022-11-28,161100,26050,,19438100,2298530,38153,5090,6277340,133300,,158520,17502,45800,89000,,682,7894,33434,11763,137800,2741,45760,21000,,50398100,16130,45,271414,519,24155,240400,578100,,,31800,1411000,1172,1234,19680,,,69424,174675,,821880000,2461600,41841,17360,294050,,9571790,,,11655,,244,17408,109408,82724,,4442,26800,,243916000,178,4106,12027,44848200,104500,,44700,120700,15710,8460,410,220000,220000,2130,2860,177300,,301840,224,,3,159,3900,500,110,15000,9300,49480,29520000,30080,99280,,58354,457960,15830,30856,13794100,657800,11445,14600,14300,124600,13842940,,26063,200,1800,,84465,,155,7699,41000,70500,2435820,159704000,117090,321500000,6350000,46650000,679390000,128180000,437170000,2030000,4386000,77556000,1600,606672,368210,1144270,235511,1710,600,2420,14960,164880,2600,2616770,1387800,43,1,2860,1209390,51474000,140700,54,120320,36623,67652,415277,20550,17070,1891381,64442,,10,,58047,398540,610,48470,30632000,69,180309,438100,1090,4286219,13630,51,490350,53390,228000,316000,5938020,8350,17300,239000,214000,1230000,200000,45275110,2760710,609240,660,29996900,528877,282200,31775,8824200,3977600,,295893,6000,2906000,352710,,858666,,86000,70000,601847,159601,204507,2545800000,3486000000,776800000,1952000000,30,1560000,3680000,166100,620,1590000,10700,,152,4970000,830,25332000,13,43710000,85400,359510,37000,52000,6949,25330,519660,7630,7060,1600,,907,38,92,21612920000,2400,99600,,30210,,250000,1340000,880,440,,242,13000
2022-11-29,229770,1170040,,11062000,2468080,32507,1925,4871620,72600,,424140,32609,20200,14000,,319,5188,85212,35864,20000,1383,300000,12500,,22239300,56430,16,230881,136,11976,105300,735800,,,11700,2787000,46,63,70650,,,81211,182080,,392080000,1807200,33156,71249,269360,,9804330,,,15655,,2745,6839,56679,109404,,3306,39400,,62715000,1149,1544,14158,62119300,217000,,15700,111400,5620,3910,1180,150000,640000,780,550,1527700,,230940,64,11,11,236,116800,23030,2340,50500,8800,17800,13820000,15310,81700,,20506,458143,7081,12428,5124000,1614820,9980,11100,26400,160100,19044830,,19565,14220,4510,,138025,,43,1026,33600,78200,1991830,40340000,64960,125600000,5870000,47150000,595800000,39560000,341850000,690000,8057000,18701000,6040,843632,247920,839980,91940,4720,1860,1190,14550,120280,1100,3280270,911700,12,50,29640,875900,23613000,78080,86,132835,42528,136833,415618,12260,4080,2448528,78625,,4,,23542,516810,3500,34490,115002000,2898,925751,414100,300,1721300,109150,6,422920,107410,761000,143000,9524770,6230,17000,125000,104000,760000,150000,31648090,2057900,1251130,2500,11691200,373016,62800,68399,9857400,3243900,,214550,211000,576000,48990,,813733,,14000,10000,494303,87993,109790,1640900000,828000000,150800000,349000000,43,870000,4260000,345270,391,3363000,4480,,49,10778000,1064,11836000,3,10810000,82200,334980,39000,37000,2303,3622,273244,1450,13540,6280,,192,86,96,13036460000,17500,214500,,13890,,2110000,670000,120,690,,61,10000
2022-11-30,90810,747800,,6998500,3270960,24613,2164,4793000,819800,,481240,28279,7800,7000,,220,2421,16546,25372,22200,1866,68800,64100,,43098900,11010,8,328964,585,12304,161500,419400,,,51700,759000,130,111,863790,,,83103,104265,,407630000,1775600,93904,26837,344100,,11838510,,,17590,,568,12870,66225,81997,,6935,206100,,73837000,175,279,14318,38709800,1941400,,32500,122300,5860,1060,1840,90000,70000,1370,440,250400,,148220,108,7,3,129,19700,32810,1720,20400,22700,12060,27380000,1291140,4638690,,10742,335624,2957,3492,9091300,2040250,6957,11400,57400,344200,20669650,,19002,1210,960,,52206,,1660,29141,23600,17500,762020,32541000,305120,94490000,4770000,57380000,288480000,49600000,187300000,830000,10823000,5236000,6520,1498843,255060,1143810,55219,1570,2950,1810,271750,827260,27800,1856160,1441800,6748,7974,52620,591199,30976000,93670,52,64929,23298,145817,316107,10660,2920,2297264,56649,,1,,29098,349450,2940,14280,37111000,264,174296,79558200,1750,1229927,39470,8,786210,63420,134000,119000,11484940,4570,17100,63000,74000,1210000,470000,26816190,1305170,1384890,2540,12621900,216899,38400,33638,8696100,2181300,,277782,56000,151000,36140,,397113,,22000,70000,368940,83959,153187,1977500000,187000000,106800000,1114000000,125,550000,2860000,416500,210,52833000,2890,,327,76643000,166,11709000,5,11660000,213900,42230,19000,16000,469,2504,298049,2440,36720,36220,,427,93,134,10595530000,75400,28400,,10000,,1500000,190000,720,300,,167,219000
2022-12-01,197220,182460,,7403000,2428260,40182,1115,5060540,293000,,187370,26328,23300,113000,,112,13650,30691,50103,19200,7830,78380,9800,,37158400,8690,31,282571,290,8872,310700,539700,,,6700,2475000,400,145,67100,,,211374,193381,,302130000,2766200,31383,57483,325290,,11990650,,,13310,,1236,20454,98805,116381,,1493,102900,,43783000,109,206,10525,28409000,910100,,18500,23800,9890,3820,560,10000,,4130,850,73100,,341320,998,,4,121,20100,2940,240,43100,14000,14130,109170000,1169700,9003460,,9064,323109,4251,8847,1506800,176990,11662,5200,19700,181800,8491700,,21102,50,20,,130523,,696,15402,6100,1500,1151160,25430000,28710,79520000,3550000,10550000,67350000,75720000,97490000,230000,9793000,5257000,56920,647259,95760,896070,244411,3670,9450,1700,272080,436160,1700,2046130,1048000,492,249,23900,1361915,53739000,762340,33,108154,27366,204189,585511,28090,6960,4505444,81201,,,,154787,398350,130,33570,12070000,1403,126851,17433100,440,1980527,178450,17,292020,53370,144000,8000,14878350,10530,19200,313000,81000,1580000,810000,33056500,2503060,1813170,2560,17127500,451960,3400,28374,8860300,3707000,,683820,12000,109000,16980,,54422,,2363000,3550000,346612,265495,109946,4685200000,193000000,67800000,250000000,49,260000,3640000,154740,208,71309000,7680,,118,24440000,353,17184000,1,3000000,17500,79610,238000,264000,355,607,320654,440,6080,1450,,153,60,17,15840890000,13800,46100,,15360,,510000,10000,360,70,,281,27000
2022-12-02,97430,285800,,6588700,2679370,26593,1291,5248110,291700,,273530,15239,25700,59000,,369,3019,24757,41129,12300,5716,56750,6200,,23980700,2510,10,487171,119,13981,911600,2223800,,,20600,1337000,30,155,181960,,,166743,569769,,273040000,1972300,43208,14131,620010,,20380560,,,3744,,581,8024,77696,78047,,2043,108000,,80642000,131,393,12040,18769200,449800,,7300,12800,28130,1460,280,,,8810,5470,22900,,135740,276,1,15,89,800,2270,70,25600,2300,20410,24490000,315060,3005930,,21184,320743,1747,4926,7441900,166700,7439,1400,26100,59000,10520290,,42506,1890,1660,,364639,,398,9485,44300,8800,1400240,25318000,30070,47900000,1500000,11890000,109280000,31580000,93800000,80000,4383000,5502000,9610,488871,153770,553990,87433,1690,1020,1510,64060,337180,13500,2429350,1394600,15,116,8590,685197,21167000,525410,66,115638,44448,191123,650018,10050,1600,4194701,38157,,,,40924,177810,980,64890,4018000,353,183832,45747900,510,1038146,12160,11,347170,45950,46000,38000,12072950,5340,65600,228000,85000,3240000,5330000,19261670,1582480,2062720,7590,20478000,418574,18100,41387,75164100,26128200,,233187,16000,2678000,16590,,45529,,197000,350000,328932,146885,84084,1542900000,301000000,58500000,212000000,428,370000,920000,268370,367,28247000,1290,,175,13821000,234,13351000,,4600000,46600,58430,62000,153000,118,428,372169,7720,1400,2050,,1672,86,24,14539920000,3400,34000,,10370,,400000,190000,110,40,,119,11000
2022-12-05,160310,236470,,12934000,5702490,36220,1755,5821980,156400,,114390,17252,509400,16000,,42,8464,62363,134187,33400,1524,261450,39000,,37304200,4980,3,349680,83,29360,335200,841800,,,17300,4657000,266,160,8980,,,204152,229754,,433980000,719900,53555,33209,924590,,12272960,,,8882,,203,6956,106463,131599,,6021,45000,,91033000,30,105,17157,45750600,213200,,3600,1900,5270,4090,640,80000,100000,7420,670,63200,,406700,286,31,5,293,9800,1920,350,27000,5100,32780,36430000,81610,557760,,20434,915566,1777,3636,2342200,275240,12473,2119800,42900,154400,11461010,,33055,280,860,,485824,,242,2044,4700,3100,4389780,16908000,21450,119020000,3130000,8670000,122890000,34170000,63500000,230000,2747000,8983000,2620,744966,354310,738050,104219,430,450,1650,43900,135470,2100,2612000,928800,88,342,4050,915071,34872000,128490,18,214408,25792,235286,385906,9540,2200,2709770,52526,,2,,35785,299730,1200,97310,6368000,99,443532,19959000,1380,4047744,21190,11,524200,61600,32000,57000,15061090,2950,36400,16000,11000,7630000,110000,103930500,7952330,1024910,12360,40248300,556296,50900,48706,44927700,13078500,,614919,44000,1212000,14730,,404227,,47000,160000,1047067,430161,235446,2081700000,304000000,135100000,170000000,49,4080000,2560000,666700,567,20349000,1400,,664,11792000,152,24456000,,5730000,27800,83760,5000,86000,110,1292,364516,3420,3380,1530,,470,28,161,48828260000,3900,33900,,17400,,380000,160000,410,570,,779,19000
